20120201   2455959.77104 16.755  0.002   20.315  0.027   19.429  0.011  
20120206   2455964.73689 16.729  0.002   20.532  0.029   19.458  0.010  
20120211   2455969.78241 16.747  0.002   20.390  0.030   19.338  0.011  
20120214   2455972.79290 16.693  0.002   20.318  0.024   19.287  0.009  
20120217   2455975.78805 16.761  0.002   20.452  0.030   19.387  0.011  
20120221   2455979.77536 16.689  0.002   20.217  0.023   19.205  0.009  
20120311   2455998.63586 16.353  0.002   19.581  0.015   18.739  0.007  
20120315   2456002.68761 16.391  0.002   19.637  0.014   18.806  0.008  
20120318   2456005.73251 16.402  0.002   19.657  0.012   18.784  0.006  
20120324   2456011.67833 16.356  0.002   19.570  0.014   18.750  0.006  
20120327   2456014.57151 16.396  0.002   19.637  0.016   18.768  0.007  
20120330   2456017.65321 16.403  0.002   19.688  0.014   18.846  0.008  
20120402   2456020.60241 16.409  0.002   19.694  0.014   18.842  0.007  
20120407   2456025.62700 16.408  0.002   19.611  0.014   18.790  0.007  
20120412   2456030.70331 16.522  0.002   19.746  0.013   18.940  0.007  
20120415   2456033.61570 16.387  0.002   19.683  0.012   18.798  0.006  
20120418   2456036.62962 16.352  0.001   19.603  0.012   18.750  0.006  
20120421   2456039.55894 16.433  0.002   19.671  0.015   18.853  0.007  
20120424   2456042.65919 16.396  0.001   19.623  0.011   18.798  0.005  
20120429   2456047.63530 16.387  0.002   19.669  0.012   18.808  0.006  
20120504   2456052.60315 16.390  0.002   19.664  0.016   18.796  0.006  
20120507   2456055.57615 16.493  0.002   19.744  0.017   18.908  0.007  
20120510   2456058.55397 16.386  0.001   19.612  0.011   18.785  0.006  
20120514   2456062.52979 16.449  0.002   19.685  0.012   18.835  0.006  
20120517   2456065.51899 16.387  0.002   19.613  0.013   18.791  0.006  
20120520   2456068.52430 16.605  0.002   19.943  0.019   19.013  0.008  
20120523   2456071.51228 16.446  0.002   19.676  0.015   18.846  0.007  
20120603   2456082.54014 16.474  0.002   19.828  0.017   18.877  0.007  
20120625   2456104.50036 16.329  0.001   19.517  0.017   18.693  0.008  
20120630   2456109.53409 16.700  0.002   19.799  0.014   999.    999.   
20120704   2456113.59942 16.537  0.002   19.830  0.012   18.906  0.005  
20120707   2456116.55207 16.467  0.002   19.741  0.012   18.901  0.007  
20120710   2456119.51108 16.586  0.002   19.727  0.010   18.876  0.006  
20120714   2456123.50910 16.603  0.002   19.730  0.012   19.005  0.006  
20120717   2456126.50249 16.398  0.002   19.678  0.016   18.827  0.007  
20120720   2456129.54176 17.210  0.002   20.550  0.028   19.649  0.012  
20120729   2456138.50482 16.467  0.002   19.643  0.014   18.822  0.006  
20120809   2456149.46480 16.433  0.002   20.619  0.073   18.847  0.007  
20130317   2456369.75699 16.433  0.002   19.633  0.012   18.826  0.006  
20130330   2456382.66198 18.259  0.005   21.015  0.043   20.702  0.032  
20130630   2456474.55923 16.498  0.002   19.753  0.012   18.939  0.007  
20130712   2456486.54185 16.506  0.002   19.791  0.013   18.900  0.006  
20140102   2456660.85189 16.632  0.002   20.199  0.020   19.116  0.009  
20140204   2456693.77182 16.647  0.002   19.794  0.017   19.060  0.008  
20140319   2456736.69604 16.502  0.002   19.890  0.015   18.919  0.007  
20140423   2456771.68767 16.510  0.002   19.821  0.018   18.898  0.008  
20140513   2456791.50380 16.525  0.002   19.864  0.015   18.917  0.007  
20140718   2456857.52906 16.621  0.002   19.818  0.021   19.086  0.010  
20150309   2457091.73172 16.571  0.002   19.709  0.018   18.990  0.009  
20150309   2457091.73756 16.796  0.002   19.775  0.023   19.052  0.012  
20150509   2457152.61530 17.087  0.002   20.392  0.023   19.423  0.010  
