20110202   2455595.79982 18.003  0.004   20.058  0.013   18.744  0.005  
20110206   2455599.85026 18.008  0.003   20.095  0.012   18.763  0.005  
20110211   2455604.86207 17.920  0.003   19.955  0.013   18.661  0.005  
20110213   2455606.82914 17.977  0.003   20.040  0.013   18.739  0.005  
20110215   2455608.76585 17.997  0.003   20.029  0.014   18.764  0.005  
20110222   2455615.80909 17.957  0.003   20.026  0.012   18.725  0.005  
20110224   2455617.82106 17.988  0.004   20.049  0.015   18.770  0.006  
20110227   2455620.77983 18.090  0.004   20.164  0.014   18.852  0.005  
20110227   2455620.77983 18.090  0.004   20.175  0.014   18.856  0.005  
20110301   2455622.68535 18.377  0.004   20.408  0.018   19.107  0.007  
20110301   2455622.68535 18.378  0.004   20.408  0.018   19.106  0.007  
20110303   2455624.77700 18.057  0.004   20.106  0.013   18.822  0.005  
20110307   2455628.75336 18.006  0.003   20.042  0.013   18.735  0.005  
20110309   2455630.79767 18.066  0.004   20.101  0.012   18.811  0.005  
20110311   2455632.80647 17.978  0.004   20.058  0.013   18.743  0.005  
20110313   2455634.74937 17.936  0.003   20.099  0.013   18.707  0.005  
20110316   2455637.80156 17.984  0.003   20.058  0.012   18.761  0.005  
20110319   2455640.71036 17.970  0.004   20.063  0.017   18.727  0.006  
20110321   2455642.75244 17.914  0.003   20.015  0.013   18.702  0.005  
20110327   2455648.74383 17.942  0.003   20.005  0.011   18.690  0.005  
20110330   2455651.74460 18.771  0.005   20.867  0.028   19.552  0.010  
20110401   2455653.65381 17.927  0.003   19.987  0.013  
20110403   2455655.69427 17.936  0.003   20.039  0.013   18.715  0.005  
20110405   2455657.67708 17.981  0.003   20.059  0.012   18.765  0.005  
20110407   2455659.66507 17.938  0.004   19.981  0.014   18.704  0.005  
20110410   2455662.65253 17.927  0.003   20.026  0.013   18.730  0.005  
20110413   2455665.66881 17.942  0.004   20.013  0.013   18.736  0.005  
20110417   2455669.62799 17.893  0.003   19.975  0.012   18.690  0.005  
20110421   2455673.67596 17.938  0.004   19.973  0.013   18.697  0.006  
20110425   2455677.57175 17.885  0.004   19.931  0.016  
20110428   2455680.61554 17.993  0.004   20.081  0.014   18.773  0.006  
20110502   2455684.63013 17.977  0.004   20.002  0.014   18.754  0.006  
20110505   2455687.58178 17.942  0.004   19.975  0.014   18.715  0.006  
20110509   2455691.57346 17.947  0.004   19.972  0.013   18.704  0.005  
20110511   2455693.67637 18.225  0.004   20.247  0.017   18.985  0.007  
20110514   2455696.63149 17.966  0.004   19.978  0.017   18.746  0.006  
20110516   2455698.56211 17.949  0.004   20.003  0.014   18.736  0.006  
20110518   2455700.50324 17.982  0.004   20.029  0.019   18.695  0.007  
20110522   2455704.54907 18.277  0.004   20.350  0.019   19.038  0.007  
20110525   2455707.52762 17.977  0.004   20.045  0.014   18.750  0.006  
20110529   2455711.51484 18.076  0.004   20.118  0.015   18.835  0.006  
